date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:15:36	16776/16776	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10.eot	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10.eot	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:36	16776/16776	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10.eot?	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10d41d.eot	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:37	7892/7892	---M--	200	added ('OK')	font/woff	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10.woff	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10.woff	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:37	16564/16564	---MCZ	200	added ('OK')	font/ttf	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10.ttf	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10.ttf	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:37	32228/32228	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10.svg	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/software/fonts/linea-software-10.svg	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:37	21514/21514	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10.eot	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10.eot	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:38	21514/21514	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10.eot?	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10d41d.eot	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:38	7936/7936	---M--	200	added ('OK')	font/woff	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10.woff	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10.woff	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:39	21308/21308	---MCZ	200	added ('OK')	font/ttf	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10.ttf	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10.ttf	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:39	48132/48132	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10.svg	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/weather/fonts/linea-weather-10.svg	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linea-icons/style.css?ver=6.0.8)
02:15:40	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free.eot?w118d	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free54e9.eot	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/style.css?ver=6.0.8)
02:15:40	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free.eot?	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Freed41d.eot	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/style.css?ver=6.0.8)
02:15:41	21780/21780	---M--	200	added ('OK')	font/woff2	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free.woff2?w118d	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free54e9.woff2	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/style.css?ver=6.0.8)
02:15:41	55696/55696	---M--	200	added ('OK')	font/woff	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free.woff?w118d	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free54e9.woff	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/style.css?ver=6.0.8)
02:15:41	55620/55620	---MCZ	200	added ('OK')	font/ttf	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free.ttf?w118d	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free54e9.ttf	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/style.css?ver=6.0.8)
02:15:42	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Jul%202017%2018:57:04%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free.svg?w118d	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/fonts/Linearicons-Free54e9.svg	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/linear-icons/style.css?ver=6.0.8)
02:15:44	160323/160323	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2023:15:42%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/select2-spinner.gif	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/select2-spinner.gif	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/woocommerce.min.css?ver=6.0.8)
02:15:45	160323/160323	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2023:15:43%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/select2x2.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/select2x2.png	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/woocommerce.min.css?ver=6.0.8)
02:15:46	3414/3414	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jul%202017%2018:57:02%20GMT	https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/img/star.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/img/star.png	(from https://dekko.qodeinteractive.com/wp-content/themes/dekko/assets/css/woocommerce.min.css?ver=6.0.8)
02:15:46	302/302	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:03%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/vc/alert.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:46	323/323	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:03%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/vc/info.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/vc/info.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:47	244/244	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:03%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/vc/tick.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/vc/tick.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:47	495/495	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:03%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:47	712/712	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:48	841/841	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:48	694/694	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:48	544/544	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:48	590/590	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:49	682/682	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:49	705/705	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:49	674/674	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:50	717/717	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:50	691/691	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:50	700/700	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:51	648/648	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:51	621/621	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:51	688/688	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:51	700/700	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:52	647/647	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:52	763/763	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:52	690/690	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:53	709/709	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:53	691/691	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:54	635/635	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:54	590/590	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:54	635/635	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/camera.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:54	659/659	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/chart.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/chart.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:55	1686/1686	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:55	706/706	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/clock.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/clock.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:55	470/470	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/control.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/control.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:55	606/606	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/fire.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/fire.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:56	792/792	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/heart.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/heart.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:56	505/505	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/mail.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/mail.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:56	756/756	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:57	657/657	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/video.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/icons/video.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:57	223/223	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/toggle_open.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:57	168/168	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/toggle_close.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
02:15:58	198/198	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:45:02%20GMT	https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/flickr.png	C:/Users/jiwar/Desktop/cln2/coming%20soon/dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/images/flickr.png	(from https://dekko.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0)
